audio,text,speaker,utterance,mic,n_words,duration_sec,text_devnagari,sentence_id
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M43,M43_S1_H14,M2,7,2.2438125,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M43,M43_S1_H15,M2,9,4.7938125,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M43,M43_S1_H17,M2,5,1.8875625,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M43,M43_S1_H19,M2,8,2.6813125,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M43,M43_S1_H20,M2,5,1.8250625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M43,M43_S1_H21,M2,6,2.0375625,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H22_M2.wav,eika baara phira sei aabhaara,M43,M43_S1_H22,M2,5,1.9125625,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M43,M43_S1_H23,M2,7,2.6250625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M43,M43_S1_H26,M2,7,3.0750625,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M43,M43_S1_H27,M2,5,1.6938125,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M43\M43_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M43,M43_S1_H30,M2,5,1.8495625,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H01_M2.wav,hindii pasanda karanei para khushii huii,M46,M46_S1_H01,M2,6,2.025,हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H02_M2.wav,isakei badalei mein kuchha tuma kuchha aura maanaga loo,M46,M46_S1_H02,M2,9,3.2875625,इसके बदले में कुछ तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M46,M46_S1_H03,M2,6,1.7938125,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M46,M46_S1_H04,M2,5,1.7563125,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M46,M46_S1_H05,M2,5,1.6688125,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M46,M46_S1_H06,M2,8,2.2438125,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M46,M46_S1_H07,M2,6,1.6625625,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M46,M46_S1_H08,M2,6,3.0063125,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M46,M46_S1_H11,M2,7,2.2375625,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H12_M2.wav,doonoon mein badaa antara thaa,M46,M46_S1_H12,M2,5,1.6438125,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M46,M46_S1_H14,M2,7,1.8625625,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M46,M46_S1_H15,M2,9,3.0250625,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M46,M46_S1_H17,M2,5,1.5438125,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M46,M46_S1_H19,M2,8,2.1125625,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M46,M46_S1_H20,M2,5,1.4688125,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M46,M46_S1_H21,M2,6,1.5563125,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H22_M2.wav,eika baara phira sei aabhaara,M46,M46_S1_H22,M2,5,1.6438125,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M46,M46_S1_H23,M2,7,2.0750625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M46,M46_S1_H26,M2,7,2.2750625,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M46,M46_S1_H27,M2,5,1.5188125,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M46\M46_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M46,M46_S1_H30,M2,5,1.735625,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H01_M2.wav,para khushii huii,M48,M48_S1_H01,M2,3,1.15,पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura aura maanaga loo,M48,M48_S1_H02,M2,9,2.6813125,इसके बदले में तुम कुछ और और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M48,M48_S1_H03,M2,6,1.9750625,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H04_M2.wav,aisei aisei isei aisei hii jaarii rakhein,M48,M48_S1_H04,M2,7,3.2563125,ऐसे ऐसे इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H05_M2.wav,madada kei madada kei liyei bahuta dhanyavaada,M48,M48_S1_H05,M2,7,2.5188125,मदद के मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H06_M2.wav,main joo joo kahataa huuna usakaa paalana karoo,M48,M48_S1_H06,M2,8,2.6938125,मैं जो जो कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M48,M48_S1_H07,M2,6,1.8313125,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M48,M48_S1_H08,M2,6,2.4438125,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M48,M48_S1_H11,M2,7,2.4688125,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H12_M2.wav,doonoon mein badaa antara thaa,M48,M48_S1_H12,M2,5,1.5938125,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H14_M2.wav,bahuta sei looga aisaa bahuta sei sei looga aisaa kara rahei hai,M48,M48_S1_H14,M2,12,4.7563125,बहुत से लोग ऐसा बहुत से से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M48,M48_S1_H15,M2,9,3.4625625,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M48,M48_S1_H17,M2,5,1.9063125,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M48,M48_S1_H19,M2,8,2.1688125,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M48,M48_S1_H20,M2,5,1.7625625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M48,M48_S1_H21,M2,6,1.4813125,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H22_M2.wav,eika baara phira sei aabhaara,M48,M48_S1_H22,M2,5,2.3125625,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M48,M48_S1_H23,M2,7,2.2750625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya kaarya jaarii rakhein,M48,M48_S1_H26,M2,8,3.5688125,आप अपना यह अच्छा कार्य कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M48,M48_S1_H27,M2,5,1.5875625,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M48\M48_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M48,M48_S1_H30,M2,5,1.6783125,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M49,M49_S1_H01,M2,7,2.1375,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M49,M49_S1_H02,M2,8,2.3625625,इसके बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H03_M2.wav,chikitsaa kaa artha hai artha hootaa hai ilaaja,M49,M49_S1_H03,M2,8,2.9063125,चिकित्सा का अर्थ है अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M49,M49_S1_H04,M2,5,1.9063125,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M49,M49_S1_H05,M2,5,1.5875625,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M49,M49_S1_H06,M2,8,2.4688125,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa,M49,M49_S1_H07,M2,5,1.6063125,भारत में ऐसा नहीं हुआ,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M49,M49_S1_H08,M2,6,2.4750625,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H11_M2.wav,yahaan sei sangharshha daura shuruu huaa hai,M49,M49_S1_H11,M2,7,4.2000625,यहाँ से संघर्ष दौर शुरू हुआ है,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H12_M2.wav,doonoon mein badaa antara thaa,M49,M49_S1_H12,M2,5,1.6375625,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H14_M2.wav,bahuta sei looga aisaa rahei hai,M49,M49_S1_H14,M2,6,1.6875625,बहुत से लोग ऐसा रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M49,M49_S1_H15,M2,9,3.3438125,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M49,M49_S1_H17,M2,5,1.5875625,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M49,M49_S1_H19,M2,8,2.9313125,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M49,M49_S1_H20,M2,5,1.6000625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H21_M2.wav,dara kaa artha hai bhaya,M49,M49_S1_H21,M2,5,1.4000625,दर का अर्थ है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H22_M2.wav,isa baara phira phira sei aabhaara,M49,M49_S1_H22,M2,6,2.6188125,इस बार फिर फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M49,M49_S1_H23,M2,7,2.0500625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M49,M49_S1_H26,M2,7,2.4750625,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M49,M49_S1_H27,M2,5,1.4938125,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M49\M49_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M49,M49_S1_H30,M2,5,1.6978125,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M50,M50_S1_H01,M2,7,3.325,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M50,M50_S1_H02,M2,8,6.1000625,इसके बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M50,M50_S1_H03,M2,6,2.4250625,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M50,M50_S1_H04,M2,5,2.9438125,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M50,M50_S1_H05,M2,5,3.1438125,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H06_M2.wav,aba joo main kahataa huuna paalana karoo,M50,M50_S1_H06,M2,7,6.0375625,अब जो मैं कहता हूं पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M50,M50_S1_H07,M2,6,4.5500625,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M50,M50_S1_H08,M2,6,3.8750625,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M50,M50_S1_H11,M2,7,3.6563125,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H12_M2.wav,doonoon mein badaa antara thaa,M50,M50_S1_H12,M2,5,3.1500625,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H14_M2.wav,bahuta sei sei bahuta sei looga aisaa kara rahei hai,M50,M50_S1_H14,M2,10,4.8750625,बहुत से से बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M50,M50_S1_H15,M2,9,7.6438125,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M50,M50_S1_H17,M2,5,2.0625625,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M50,M50_S1_H19,M2,8,4.3938125,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M50,M50_S1_H20,M2,5,4.4750625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya bhaya,M50,M50_S1_H21,M2,7,3.4375625,दर का अर्थ होता है भय भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H22_M2.wav,eika baara phira sei aabhaara,M50,M50_S1_H22,M2,5,3.8563125,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M50,M50_S1_H23,M2,7,3.5250625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H26_M2.wav,aapa apanaa achchhaa kaarya jaarii rakhein,M50,M50_S1_H26,M2,6,5.5563125,आप अपना अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M50,M50_S1_H27,M2,5,1.8500625,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M50\M50_S1_H30_M2.wav,jaldii jaldii kuchha diijiyei,M50,M50_S1_H30,M2,4,6.150375,जल्दी जल्दी कुछ दीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M53,M53_S1_H01,M2,7,3.4625,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M53,M53_S1_H02,M2,8,3.2188125,इसके बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M53,M53_S1_H03,M2,6,2.8125625,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M53,M53_S1_H04,M2,5,2.3063125,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M53,M53_S1_H05,M2,5,2.3688125,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M53,M53_S1_H06,M2,8,2.5563125,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M53,M53_S1_H07,M2,6,2.7750625,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M53,M53_S1_H08,M2,6,2.6750625,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H11_M2.wav,yahaan sangharshha kaa daura shuruu huaa,M53,M53_S1_H11,M2,6,2.4875625,यहाँ संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H12_M2.wav,doonoon mein badaa antara thaa,M53,M53_S1_H12,M2,5,2.2063125,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M53,M53_S1_H14,M2,7,2.2563125,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M53,M53_S1_H15,M2,9,3.7563125,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M53,M53_S1_H17,M2,5,1.9375625,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M53\M53_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata,M53,M53_S1_H19,M2,7,2.7438125,मैं भूला ही गया था इस बात,H19
